category,content_id,id,user_id,body,position,created_at,updated_at
critical,31738827,1813676,63821,"根据[项目要求](https://review.udacity.com/#!/rubrics/497/view)：
>HTML5 语义标签被用于增加代码的意义。

就像上面提到的，需要用类似 `<header> <footer> <article> <section>` 等语义标签来组织代码，使用语义标签好处很多呢，可以增加代码的意义，更利于搜索引擎抓取信息并呈现搜索结果，等等。
记得改一改。:)

以下链接供你参考：
[HTML structureal elements](https://www.w3.org/wiki/HTML_structural_elements)",54,2017-06-18T16:04:32.529Z,2017-06-18T16:06:06.052Z
nitpick,31738827,1813673,63821,"当使用 `h1~h6` 这几个标题标签的时候，建议尽量避免”跳跃“使用，例如说网页的大标题用 `<h1>`，然后分段段落标题依次 `<h2>` 这样一级一级的下去。

 参考阅读：
[Heading Elements](https://developer.mozilla.org/zh-CN/docs/Web/HTML/Element/Heading_Elements)",18,2017-06-18T16:03:40.413Z,2017-06-18T16:03:40.413Z
awesome,31738827,1813670,63821,Cool！熟练运用 Bootstrap 栅格系统！,12,2017-06-18T16:02:03.457Z,2017-06-18T16:02:03.457Z
nitpick,31738827,1813666,63821,"根据[前端工程师纳米学位样式指南 - CSS (类型属性)](https://github.com/udacity/frontend-nanodegree-styleguide-zh/blob/master/%E5%89%8D%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%88%E7%BA%B3%E7%B1%B3%E5%AD%A6%E4%BD%8D%E6%A0%B7%E5%BC%8F%E6%8C%87%E5%8D%97%20-%20HTML%20.md#类型属性)：
>忽略样式表和脚本的类型属性。

>不要针对样式表和脚本使用类型属性。由于 HTML 意味着文本 /css 和文本 /javascript 为默认设置，在此类语境中无需设置类型属性。在老式浏览器中，也可以安全进行此项操作。

 建议去掉 `type` 属性呢。:)",8,2017-06-18T16:00:47.747Z,2017-06-18T16:00:47.747Z
awesome,31738827,1813665,63821,上面这三个 `<meta>` 标签添加的非常赞！,5,2017-06-18T15:59:55.445Z,2017-06-18T15:59:55.445Z
awesome,27758935,1698559,25252,"Nice job using `discrete_distibution` to resample the particles proportional to their weights.

Another option would be to implement the `resampling wheel` discussed by Sebastian Thrun in the [Python Particle Filters lesson](https://classroom.udacity.com/nanodegrees/nd013/parts/40f38239-66b6-46ec-ae68-03afd8a601c8/modules/2c318113-724b-4f9f-860c-cb334e6e4ad7/lessons/48704330/concepts/487480820923).",185,2017-05-22T22:42:43.921Z,2017-05-22T22:42:43.921Z
nitpick,27758935,1698558,25252,"There are elements of this calculation (such as the denominator) that don't depend on the particle, landmark, or observation. I suggest calculating them separately outside of the particle loop and reusing these values.",163,2017-05-22T22:42:34.248Z,2017-05-22T22:42:34.248Z
awesome,27758935,1698556,25252,Nice work filtering the landmarks for only those inside the sensor range before associating them with the observations.,147,2017-05-22T22:42:22.244Z,2017-05-22T22:42:22.244Z
nitpick,27758935,1698554,25252,"This part of your prediction step could be refactored to avoid constructing new `normal_dsitribution` objects for every particle. You could define a single set of 3 `normal_dsitribution` objects (one each for `x`, `y`, and `theta`) all centred around 0. You can then add the noise to each property for each particle. This is an example of what this would look like for just the `x` property:

```
normal_distribution<double> dist_x(0, std_pos[0]);
// Enter the loop and calculate the new value of `x`...
particles[i].x += dist_x(gen);
```",69,2017-05-22T22:42:09.476Z,2017-05-22T22:42:09.476Z
awesome,27758935,1698552,25252,Great job handling both zero and non-zero yaw rates!,62,2017-05-22T22:41:58.654Z,2017-05-22T22:41:58.654Z
awesome,28551937,1720491,26643,Nice implementation of the AsyncTaskLoader.,10,2017-05-27T21:17:23.185Z,2017-05-27T21:17:23.185Z
awesome,32547496,1835013,13085,Good job to escape the `<>` with `&lt; &gt;` when displaying HTML tags on the page. :+1:,10,2017-06-22T23:51:14.314Z,2017-06-22T23:51:14.314Z
nitpick,32547496,1835011,13085,`<h1>` is for the most important heading on the page. It usually  has one on a page. We could use a `<h2>` tag for subheadings. There is quite [a lot of tags for headings](https://developer.mozilla.org/en-US/docs/Web/HTML/Element/Heading_Elements).,8,2017-06-22T23:50:22.370Z,2017-06-22T23:50:29.893Z
nitpick,32547496,1835007,13085,"A valid HTML has a structure below.

```
<!DOCTYPE html>
<html>
    <head>
        <meta charset=""utf-8"">
        <title>Page Title</title>
    </head>
    <body>
        <article>This is an article.</article>
    </body>
</html>
```",1,2017-06-22T23:48:50.701Z,2017-06-22T23:48:50.701Z
critical,34377560,1881253,12966,"It's one of the hardcoded texts in your code. Move them all to the **strings.xml** file and refer to them with their ids to make the app easily translatable.

If you want to concatenate strings, check ou tthe [**Formatting and Styling** section of the official guide](https://developer.android.com/guide/topics/resources/string-resource.html#FormattingAndStyling) to see how to do it better.",86,2017-07-02T17:28:09.743Z,2017-07-02T17:28:09.743Z
nitpick,28341595,1715646,1392,I suggest adding a small map view on top of the collection view so that the users is always aware of where the photos belong.,16,2017-05-26T13:54:47.387Z,2017-05-26T13:54:47.387Z
nitpick,28551936,1720495,26643,"For next projects, if you want to improve your lists you can implement the ViewHolder pattern in your adapter.  You can have more information in the [Oficial Android Documentation](https://developer.android.com/training/improving-layouts/smooth-scrolling.html)",32,2017-05-27T21:17:46.736Z,2017-05-27T21:17:46.736Z
awesome,27860467,1701827,7402,Great job storing your strings in `strings.xml`. This helps a lot with localization in the event you want to translate your app to different languages. See this link: https://developer.android.com/guide/topics/resources/localization.html,11,2017-05-23T15:36:47.965Z,2017-05-23T15:36:47.965Z
nitpick,27860467,1701823,7402,"Strings that shouldn't be translated should use the `translatable=""false""` attribute. This will ensure they don't change across locales.",4,2017-05-23T15:36:17.931Z,2017-05-23T15:36:17.931Z
nitpick,29126309,1738576,1456,"Since *results* is a tuple, you could type something like:
- `for title, numViews in results`

*title* and *numViews* are easier to understand than *result[0]* and *result[1]*. Then your print statement could be:
- `print(str(title) + "":"" + str(numViews))`",27,2017-05-31T19:59:03.070Z,2017-05-31T19:59:18.747Z
nitpick,29126309,1738556,1456,"I recommend formatting your error rate to look like a percent, and perhaps round off after 2 or 3 significant digits. You could also format the date. Consider:

- `print("" {0:%B %d, %Y} - {1:.2f} %  errors"".format(results[0], results[1]*100))`

For more info on formatting strings, see:
- https://pyformat.info/",73,2017-05-31T19:53:44.425Z,2017-05-31T19:54:15.578Z
nitpick,29126309,1738535,1456,"To make it clear what the numbers are referring to, I would change this to:
- `print str(result[0]) + "": "" + str(result[1]) + "" views""`",28,2017-05-31T19:46:54.813Z,2017-05-31T19:48:14.698Z
nitpick,29126309,1738493,1456,"Since you are repeating the same steps in each function (connect to database, execute query, return results) you could refactor your code and abstract these steps into a helper function or [decorator](https://realpython.com/blog/python/primer-on-python-decorators/) so that you don't need to duplicate your code. In the following example, I created helper function that takes a query string as a parameter, and returns the results of the query:
 
```python
DBNAME = ""news""

def executeQuery(query):
    """"""executeQuery takes a query string as a parameter. Executes the query and returns the results as a list of tuples.""""""
    try:
        db = psycopg2.connect(database=DBNAME)
        c = db.cursor()
        c.execute(query)
        result = c.fetchall()
        db.close()
        return result
    except:
        print(""Unable to connect to the database"")


def topArticles():
    """"""Find the top 3 most popular articles of all time""""""
    print ""Fetching the 3 articles with the most views...\n""
    query = ""SELECT title, count(*) FROM articles  \
            join log ON concat('/article/', articles.slug) = log.path \
            GROUP BY title ORDER BY count(*) desc LIMIT 3""
    results = executeQuery(query)
    print ""The 3 articles with the most views are: ""
    for result in results:
        print str(result[0]) + "": "" + str(result[1])
    print ""\n ""
```",22,2017-05-31T19:35:25.774Z,2017-05-31T19:47:53.385Z
nitpick,29126309,1738498,1456,"For blank lines, you can use ""\n""

So for two blank lines you could write:
- `print ""\n""`",29,2017-05-31T19:37:26.290Z,2017-05-31T19:47:16.447Z
awesome,29126309,1738533,1456,Great job adding the `__main__` namespace.,78,2017-05-31T19:45:12.627Z,2017-05-31T19:45:12.627Z
awesome,29126309,1738480,1456,Great job adding your shebang.,1,2017-05-31T19:27:54.534Z,2017-05-31T19:27:54.534Z
nitpick,33678097,1858040,9503,"In lines 30, 31 and so many others, you can get rid of the method `findViewById()`, that is a very heavy command to run in Android.

How can we do this? Using the concept of Data Binding, that is better explained [here](https://developer.android.com/topic/libraries/data-binding/index.html).",29,2017-06-27T21:36:22.709Z,2017-06-27T21:36:22.709Z
critical,29198291,1741199,590,As mentioned in the last review - property name should not start with capital letter,17,2017-06-01T08:51:50.935Z,2017-06-01T08:51:50.935Z
critical,29198291,1741198,590,Please check last reviews for tips how to refactor the code,54,2017-06-01T08:51:25.597Z,2017-06-01T08:51:25.597Z
nitpick,28603566,1722452,92996,"The class name should be ""NewsLoader"" without underscore and following the [UpperCamelCase](https://google.github.io/styleguide/javaguide.html#s5.3-camel-case) notation.",11,2017-05-28T10:27:45.906Z,2017-05-28T10:27:45.906Z
critical,31170222,1800116,39954,"This needs a confirmation....before deleting.

see e.g., [here](http://stackoverflow.com/questions/2257963/how-to-show-a-dialog-to-confirm-that-the-user-wishes-to-exit-an-android-activity) for a useful post how to set this up...",231,2017-06-15T11:33:33.363Z,2017-06-15T11:33:33.363Z
critical,31170222,1800115,39954,All pet references should go....,161,2017-06-15T11:31:39.124Z,2017-06-15T11:31:39.124Z
awesome,31170222,1800114,39954,Nice work with the email order!,157,2017-06-15T11:31:22.071Z,2017-06-15T11:31:22.071Z
nitpick,32986696,1846097,2988,"Currently, each player and section are separated. In order to group your content properly, you could do:
```
<div class=""section"">
    <div class=""player"">
        ...
    </div>
    <p class=""description"">
        ...
    </p>
</div>

<div class=""section"">
    <div class=""player"">
        ...
    </div>
    <p class=""description"">
        ...
    </p>
</div>

...
```",71,2017-06-25T12:08:51.859Z,2017-06-25T12:09:39.896Z
nitpick,32986696,1846082,2988,"**<html> and </html> are missing.**

 Your code doesn't contain full structure of a HTML page. Even [some tags can be omitted](http://stackoverflow.com/questions/5641997/is-it-necessary-to-write-head-body-and-html-tags), I would like you to implement your website completely as it is your very first web development foundation.""


Consider the standard HTML structure as shown below when you develop a website.
```
<!DOCTYPE html>
<html lang=""en"">
   <head>
      <title>Page Title</title>
      <link rel=""YOUR_CSS_FILE_PATH"" type=""text/css"">
      <meta charset=""UTF-8"">
   </head>
   <body>

      YOUR CONTENT
      YOUR CONTENT

   </body>
</html>
```",73,2017-06-25T12:06:34.057Z,2017-06-25T12:06:41.084Z
nitpick,32986696,1846077,2988,"**Just an idea**: An another way to display this content is to create a list element. By using a list element, readers can see and understand your note better. You can learn more at: http://www.w3schools.com/html/html_lists.asp",21,2017-06-25T12:06:01.343Z,2017-06-25T12:06:01.343Z
nitpick,32986696,1846076,2988,"**This image needs a better text alternative. **

The `alt` attribute provides a text alternative to an image. It describes an image to those who can not see the image (e.g., slow connection, blind user) and also describes an image to the Search engine crawlers. So, it's a good idea to use the text that fulfills the same function as the image.",16,2017-06-25T12:05:28.249Z,2017-06-25T12:05:28.249Z
nitpick,32986696,1846075,2988,"Please be consistent in writing style. 
- When quoting attribute values, use double quotation marks and remove trailing white spaces.  
- All code has to be lowercase. This applies to HTML element names, attributes, attribute values (unless text/CDATA). 

Check out the [Udacity Frontend Nanodegree Style Guide](https://udacity.github.io/frontend-nanodegree-styleguide/) to learn more! :smile:",7,2017-06-25T12:05:07.716Z,2017-06-25T12:05:07.716Z
nitpick,28375551,1716763,68564,"Great job with the angle normalization every where it is required. However, as a tip to improve the code, you could define this implementation in a function that you can call every time you need normalization, while just changing the arguments you pass to the function. This will help gain some time.",493,2017-05-26T19:48:55.690Z,2017-05-26T19:49:34.491Z
nitpick,28375551,1716762,68564,"LIDAR here is linear. This means that we do not need to use the unscented transformation here. Using the linear Kalman filter update equations just like in the EKF project should give the same results and has the advantage to require less computational resources. Thus, better Real Time performance.",321,2017-05-26T19:48:37.875Z,2017-05-26T19:48:37.875Z
nitpick,28375551,1716761,68564,This expression `2*n_aug_+1` can actually be expressed in a variable and then called any time you need it. This expression is called multiple times over the course of the algorithm. Instead of computing it multiple times you can greatly improve the Real Time performance by doing it just once.,71,2017-05-26T19:48:21.103Z,2017-05-26T19:48:21.103Z
awesome,27285676,1684925,1392,"``` audioRecorderDidFinishRecording ``` works perfectly!
Notice also that in the file ** playsoundsviewcontroller-audio.swift** there's a method created at the bottom that displays an alert!
```
showAlert()
``` 

We could display an alert if the recording fails.",62,2017-05-19T21:46:47.211Z,2017-05-19T22:02:04.523Z
nitpick,27285676,1684963,1392,This line contains two expressions. Don't use one line for more than one expression.,55,2017-05-19T21:52:44.670Z,2017-05-19T22:01:28.518Z
awesome,27285676,1684931,1392,"Nicely abstracted code, excellent job!",28,2017-05-19T21:47:03.448Z,2017-05-19T21:47:03.448Z
critical,31170218,1800083,39954,"To allow camera or gallery to work you will need to add a permission here...

The following are a good idea at a minimum...


    `uses-permission android:name=""android.permission.MANAGE_DOCUMENTS""`
    `uses-permission android:name=""android.permission.READ_EXTERNAL_STORAGE""`",3,2017-06-15T11:21:33.080Z,2017-06-15T11:22:12.070Z
critical,32117306,1825509,3576,"## Comments effectively explain longer code procedures.

All functions need to have a comments describing what they do and what are the inputs and outputs, if any?.

Here's a little example about how your comments should be like:

![1.png](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/3576/1494607946/1.png)",9,2017-06-21T02:43:15.854Z,2017-06-21T02:43:15.854Z
awesome,32509608,1833244,583,All six buttons work properly to play the associated sounds. Nice work.,54,2017-06-22T16:52:52.858Z,2017-06-22T16:52:52.858Z
awesome,32509608,1833243,583,The `ButtonType` enum is correctly defined.,27,2017-06-22T16:52:38.536Z,2017-06-22T16:52:38.536Z
critical,34377540,1881226,12966,"Move the keystore file to the project's directory and change the path to a relative one to make the more portable. 

It will let you swap development machines easily and work with a team without the need to reconfigure the project.",17,2017-07-02T17:22:40.061Z,2017-07-02T17:22:40.061Z
awesome,28341575,1717328,31271,太棒了！添加了良好的注释！,14,2017-05-26T22:42:25.920Z,2017-05-26T22:42:25.920Z
nitpick,34874246,1894615,411,"#### For better documenting:
Function comments should include:

1. Behavior
2. Inputs(arguments)
3. Outputs(returned values)

For example, `__init__` should be described as follows:
```
def __init__(self, movie_title, movie_storyline, ...):
    """"""
    Initialize the movie instance.
    Inputs:
        movie_title     => Title of the movie
        movie_storyline => Summary of the movie
        ...
    Outputs: None
    """"""
```

Please check [this article](https://www.python.org/dev/peps/pep-0257/#multi-line-docstrings). There is another example.",9,2017-07-05T03:56:44.600Z,2017-07-05T03:56:44.600Z
critical,33975010,1866393,3383,Remove all extra blank lines.,37,2017-06-29T12:46:42.060Z,2017-06-29T12:46:42.060Z
awesome,33975010,1866392,3383,"It is recommended to get used with this approach, especially useful for when you will develop multi-language apps :+1: Please take a few minutes and read more about  [Supporting Different Languages and Cultures](https://developer.android.com/training/basics/supporting-devices/languages.html).",42,2017-06-29T12:46:28.668Z,2017-06-29T12:46:28.668Z
awesome,28551939,1720485,26643,"Your code is very well commented, this is a great practice.",43,2017-05-27T21:16:08.964Z,2017-05-27T21:16:08.964Z
awesome,28551939,1720484,26643,Great job using SwipeRefreshLayout to refresh the list of news!,25,2017-05-27T21:15:40.959Z,2017-05-27T21:15:40.959Z
awesome,27815303,1726634,8026,Great job extending your `Movie` class by adding instance attributes!,13,2017-05-29T08:32:40.381Z,2017-05-29T08:32:40.381Z
awesome,27815303,1726633,8026,Good job using docstrings to document your code! Check out [this resource](http://sphinxcontrib-napoleon.readthedocs.org/en/latest/example_google.html) if you would like to see addition examples of docstrings.,9,2017-05-29T08:32:30.902Z,2017-05-29T08:32:30.902Z
nitpick,27234455,1683513,17283,Consider using a `switch statement` here,78,2017-05-19T14:48:08.445Z,2017-05-19T14:48:08.445Z
nitpick,27234455,1683512,17283,Consider checking out the [ButterKnife library](http://jakewharton.github.io/butterknife/) to reduce boilerplate code associated with binding the views,52,2017-05-19T14:48:02.142Z,2017-05-19T14:48:02.142Z
awesome,33975006,1866406,3383,:+1: for following [Android recommendations](https://developer.android.com/reference/android/app/Activity.html). Same can be done for the `RadioButton`s and the `EditText`.,25,2017-06-29T12:50:15.153Z,2017-06-29T12:57:22.811Z
nitpick,33975006,1866442,3383,"Have a look at the warnings that Android Studio displays in xml and Java files. They are easy to fix and you might even learn something new :wink:

The simplified version of this is
```Java
        if (answer5.isChecked()) {
            score++;
        }
```
Same can be set to all above checks.",100,2017-06-29T12:55:58.523Z,2017-06-29T12:56:42.738Z
awesome,33975006,1866444,3383,Extra points for commenting your code :+1:  You used **descriptive blocks**. There are a few other types of comments that will come in handy and you can find them in [this article](http://www.hongkiat.com/blog/source-code-comment-styling-tips/).,47,2017-06-29T12:56:26.613Z,2017-06-29T12:56:26.613Z
critical,33975006,1866436,3383,PLease remove this **else** statement from this method and the one below. What happens if you add 0 to a number? Nothing. This case has no purpose. Please remove it and avoid cluttering code with statements that have no value.,119,2017-06-29T12:54:33.309Z,2017-06-29T12:54:33.309Z
nitpick,33975006,1866428,3383,"What if the input is ""8 mile""? Or ""8 Mile ""? There are some methods for [string manipulation](https://docs.oracle.com/javase/7/docs/api/java/lang/String.html) in Java that might come in handy. For example `toLowerCase()` which would change upper case letters to lower case letters. Give it a try, see how it works!

Which method do you need for ""8 Mile ""? :stuck_out_tongue_winking_eye:",128,2017-06-29T12:53:18.264Z,2017-06-29T12:53:18.264Z
nitpick,33975006,1866416,3383,"Avoid using hardcoded strings, rather use **string resources**. The [official Android documentation](https://developer.android.com/guide/topics/resources/string-resource.html) exemplifies how to bind **string resources** in Java code. Pay extra attention to the **Formatting strings** section :wink: It will show you how to create strings with dynamic values.",40,2017-06-29T12:51:41.199Z,2017-06-29T12:51:41.199Z
nitpick,33975006,1866413,3383,This is the place where you can add the **if/else statement** :smile:,41,2017-06-29T12:51:19.553Z,2017-06-29T12:51:19.553Z
nitpick,33975006,1866410,3383,"Global int variables are by default set to 0, thus there is no need to do it yourself. As a second note, in Android class variables are called member variables and they start with a small **m**. Your variable would translate to `mScore`.",28,2017-06-29T12:50:33.911Z,2017-06-29T12:50:33.911Z
critical,33975006,1866394,3383,Blank lines are used to delimit blocks of code. Please remove all blank lines in this code. Only leave those that really really make sense as code block separators.,10,2017-06-29T12:47:45.618Z,2017-06-29T12:47:45.618Z
awesome,31170221,1800113,39954,Nice work here!,201,2017-06-15T11:30:31.607Z,2017-06-15T11:30:31.607Z
critical,31170221,1800111,39954,Check all your Java files for the unused import statements...,9,2017-06-15T11:29:25.264Z,2017-06-15T11:29:25.264Z
nitpick,34436361,1879855,42143,I think you do not need to do this because you enforce the constraints for the first time step below.,177,2017-07-02T10:44:25.665Z,2017-07-02T10:44:25.665Z
awesome,34436361,1879854,42143,Correct!,110,2017-07-02T10:44:15.762Z,2017-07-02T10:44:15.762Z
awesome,34436361,1879851,42143,You optimize the weights of the cost function here!,66,2017-07-02T10:43:48.668Z,2017-07-02T10:43:48.668Z
awesome,27285675,1684942,1392,All the buttons for the audio effects play the sounds!,39,2017-05-19T21:48:21.901Z,2017-05-19T21:48:21.901Z
critical,27285675,1684906,1392,"The buttons still appear stretched on the landscape layout:

![Screen Shot 2017-05-20 at 00.23.55.png](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/1392/1495229232/Screen_Shot_2017-05-20_at_00.23.55.png)

You can fix this by setting the content mode of each button to ```Aspect Fit```:

```
snailButton.imageView?.contentMode = .scaleAspectFit
chipMunkButton.imageView?.contentMode = .scaleAspectFit
rabbitButton.imageView?.contentMode = .scaleAspectFit
stopButton.imageView?.contentMode = .scaleAspectFit
..etc.
```",58,2017-05-19T21:39:34.965Z,2017-05-19T21:39:34.965Z
critical,32117305,1825515,3576,"## Code is neatly formatted.
_______________________________
As a good coding practice your code must be **neatly formatted**, **clean**,  **maintainable** and **easy to read** for other programmers. For example:

![1.png](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/3576/1494601839/1.png)



## Suggestions:
- 1) **INDENTING**
**Indenting** your code makes it much more readable. This is a very important habit to have because it makes your code much more maintainable.
_________________________

- 2) **MULTIPLE LINES**
When you have a piece of text longer than 79 characters it's considered good practice break this text in multiple lines.  For example:

### Bad:
![1.png](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/3576/1494605602/1.png)
### Good:
![Screenshot from 2017-05-12 10-10-00.png](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/3576/1494605420/Screenshot_from_2017-05-12_10-10-00.png)
________________________
- 3) **URL**
**URLS** are an exception. Don't split a url over two lines because it makes the urls hard to read, the instead add the comment # NOQA
(The comment # noqa lets you skip error in tools such asPEP 8 online,)

![1.png](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/3576/1494606675/1.png)

________________________________

- 4) **PEP8**
I recommend pass your code through the on-line tool [ PEP8 checker](http://pep8online.com/)

### I hope you find the feedback useful :smile:",11,2017-06-21T02:46:11.783Z,2017-06-21T02:46:11.783Z
awesome,32117305,1825514,3576,Good work importing the modules. A module allows you to logically organize your Python code. Grouping related code into a module makes the code easier to understand and use.,6,2017-06-21T02:45:36.939Z,2017-06-21T02:45:36.939Z
critical,32117305,1825511,3576,"## Comments effectively explain longer code procedures.
____________________________
The true value of commenting and having a clean code is that it makes our code easier to keep, reducing the time for other programmers to understand.

- Please take the time to comment your **`Instances`** to meet the specs.",7,2017-06-21T02:44:02.329Z,2017-06-21T02:44:02.329Z
awesome,32117305,1825508,3576,"Good job :smiley:, your code works pretty well and is error free :movie_camera:.",74,2017-06-21T02:42:10.596Z,2017-06-21T02:42:10.596Z
nitpick,27403479,1688519,17283,"Please give more descriptive `id` names. 

In this case, you could rename it to `@+id/business_event`",23,2017-05-20T21:37:50.609Z,2017-05-20T21:37:50.609Z
awesome,27403479,1688517,17283,**Well done storing common resources inside their respective resource xml files!**,22,2017-05-20T21:37:19.389Z,2017-05-20T21:37:19.389Z
awesome,27403479,1688516,17283,**Great job creating a custom style!**,20,2017-05-20T21:37:14.004Z,2017-05-20T21:37:14.004Z
nitpick,28589114,1722054,10086,"### Code Quality :: Indentation Style Issue ###

Please be consistent in indentation style. At the moment, there are mixes of tab and space indentation. See this screenshot (`.` (dot) represent space, `->` (arrow) represent tab indentation):

![2017-05-28 16_57_27-● index.html - project 7 neighbourhood map new folder - Visual Studio Code.jpg](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/10086/1495954659/2017-05-28_16_57_27-__index.html_-_project_7_neighbourhood_map_new_folder_-_Visual_Studio_Code.jpg)

Each code editor software has its own setting to help fixing this. Please research relevant information for your code editor to fix this issue.",1,2017-05-28T06:57:42.732Z,2017-05-28T06:57:42.732Z
critical,28589114,1722053,10086,"### Code Quality ###
Code doesn't pass [HTML Validator](https://validator.w3.org/#validate_by_input), see screenshot and please fix the addressed issues:


![2017-05-28 16_56_40-Showing results for contents of text-input area - Nu Html Checker.jpg](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/10086/1495954609/2017-05-28_16_56_40-Showing_results_for_contents_of_text-input_area_-_Nu_Html_Checker.jpg)",0,2017-05-28T06:56:57.011Z,2017-05-28T06:56:57.011Z
nitpick,28589114,1722034,10086,"### Code Quality ###
This code block has inconsistent indentation",9,2017-05-28T06:50:41.333Z,2017-05-28T06:50:41.333Z
nitpick,28589114,1722032,10086,"## Tip :zap: ##
All ``<script>`` should be at the bottom of the HTML body for *Page Speed Optimization*.

Just make sure to pay attention to the _order of `<script>` tag_, otherwise __the app may break__

### Reference ###
- Please refer to [Website Performance Optimization course @Udacity](https://www.udacity.com/course/viewer#!/c-ud884)",14,2017-05-28T06:50:35.323Z,2017-05-28T06:50:35.323Z
awesome,28589114,1722031,10086,Nice job binding _KO observables_ to the DOM to manipulate them in an MVVM pattern!,38,2017-05-28T06:50:26.996Z,2017-05-28T06:50:29.217Z
awesome,28341596,1715687,1392,"Dropping the pins on the map works perfectly! To go one step further and make your app stand out you can also support ""Hold and Drag"":

Utilize the other [UIGestureRecognizer](https://developer.apple.com/library/prerelease/ios/documentation/UIKit/Reference/UIGestureRecognizer_Class/index.html#//apple_ref/c/econst/UIGestureRecognizerStateBegan) states here.
To support ""Hold and drag"" you could do the following for each state:
* On state ``` .began ``` , the pin will be created.
* On  ``` .changed ``` , At this point, you update the first pin coordinates to change the position of the pin
* On  ``` .ended ```  , In this state the user has lifted a finger and you are free to persist the pin.",110,2017-05-26T14:09:35.264Z,2017-05-26T14:09:35.264Z
nitpick,28341596,1715679,1392,"A more fitting name for this view controller might be **MapViewController**. Giving meaningful names to our view controllers, variables, etc. helps us navigate the code easier.",13,2017-05-26T14:07:30.933Z,2017-05-26T14:07:30.933Z
nitpick,28603569,1722444,92996,"Did you know that Android provides a resource file in which you can define all the colors you want to use in your app there and then you can reference them throughout your app just by using the name you defined? The main advantage is that you don't need to remember the hex color code, only the name you gave it.
 
Let me make it clear using an example:
 
Say you want to use the black color in some EditText widgets in your app, the hex color code for black is #000000. So, in the colors.xml resource file you can add this entry:
 
```xml
<color name=""edit_text_text_color"">#000000</item>
```
 
Once defined, you could reference it here like this:
 
```xml
android:textColor=""@color/edit_text_text_color""
```
 
Then, if you need to add another TextView and you want its text to be black, you can reference the same `@color/edit_text_text_color`.
 
After a while, you think black is just too boring and you want to change the text colors from your EditTexts to be red, now. In this case, instead of going through each EditText element and change its color, you only need to change the hex color code in the colors.xml resource file to #FF0000:
 
```xml
<color name=""edit_text_text_color"">#FF0000</item>
```
 
Tada... now, all elements in your app that are using `edit_text_text_color` will change its color from black to green.
 
If you want to go into details here, you can take a look at these links:
* https://developer.android.com/guide/topics/resources/more-resources.html#Color
* http://android4beginners.com/2013/06/appendix-b-everything-about-colors-in-android/",14,2017-05-28T10:22:20.299Z,2017-05-28T10:22:20.299Z
critical,28341580,1715701,1392,"Up until the image appears in the collection view, placeholders should display to indicate that an image is downloading.

Look how the images are shown in Udacity's implementation of Virtual Tourist:
![Untitled.gif](https://udacity-github-sync-content.s3.amazonaws.com/_imgs/1392/1471707268/Untitled.gif)",12,2017-05-26T14:12:47.658Z,2017-05-26T14:29:46.475Z
nitpick,31232709,1811828,39954,`String`s like these would be better off in the `strings.xml` resource file. Then when you want to make some changes it is all handy in one place...,60,2017-06-18T05:57:54.482Z,2017-06-18T05:57:54.482Z
awesome,31232709,1811825,39954,Nice work with implementing `ScrollView`...,56,2017-06-18T05:57:02.277Z,2017-06-18T05:57:02.277Z
nitpick,31232709,1811823,39954,"Nice and descriptive, but consider this to make it even better:
 
Keeping with the best naming conventions of using only lowercase letters and underscore, starting with the view we have to ID and ending where we want the view to go, we get the following:
 
`/imageview_playlist` or something close to that...
 
That way your code becomes almost completely self-documenting because it will be obvious in Java files and here not just what the view is but also what its function is.
 
See also resource referenced in Project Review.",25,2017-06-18T05:56:37.114Z,2017-06-18T05:56:37.114Z
nitpick,31232709,1811819,39954,Note that all your xml layout files (with the exception of `activity_main`) are called `intent` but they would be better described as `activity_playlist`... because they are what we refer to as an activity in Android. `Intent` is part of the code you are using correctly...,6,2017-06-18T05:55:33.248Z,2017-06-18T05:55:33.248Z
awesome,30040181,1772299,262,"Nice detail, links without the underline look a cleaner.
:+1:",27,2017-06-08T15:16:23.091Z,2017-06-08T15:16:23.091Z
nitpick,30040181,1772290,262,"This is more a matter of preference and convention, but typically classes and IDs are lowercase and when they contain two words a dash `-` is added. Like this:
```
.project-footer {
  border-top: 1px solid hsla(0, 0%, 0%, 0.3);
  padding-top: 20px;
  margin-top: 20px;
}
```

Tip: If you rename a selector here, be sure to update the HTML too.",122,2017-06-08T15:15:06.086Z,2017-06-08T15:15:45.092Z
